InvoiceNumber,Date,Time,CustomerName,TotalAmount,Discount,VoucherCode,Status,ItemsJson
HD20260804-175553,04/08/2026,17:55:53,Khách vãng lai,444000.0,25,DISCOUNT_100,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D022"",""name"":""Nước ép táo"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":110000.0},{""category"":""Food"",""ice"":"""",""id"":""F007"",""name"":""Cheesecake Việt Quất"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":49000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D020"",""name"":""Nước ép dưa hấu"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":135000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D009"",""name"":""Cacao"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":150000.0}]"
HD20260804-175206,04/08/2026,17:52:06,Khách vãng lai,186000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D024"",""name"":""Chanh dây đá xay"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":186000.0}]"
HD20260804-165505,04/08/2026,16:55:05,Khách vãng lai,171000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F003"",""name"":""Bánh Donut"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":36000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D007"",""name"":""Latte"",""note"":"""",""quantity"":3,""size"":""S"",""toppings"":"""",""totalPrice"":135000.0}]"
HD20260804-163532,04/08/2026,16:35:32,Khách vãng lai,455000.0,25,DISCOUNT_085,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F014"",""name"":""Pudding Caramel"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":50000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D015"",""name"":""Trà sữa matcha"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":100000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D006"",""name"":""Cappuccino"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":110000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D017"",""name"":""Matcha đá xay"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":195000.0}]"
HD20260804-161401,04/08/2026,16:14:01,Khách vãng lai,413000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D017"",""name"":""Matcha đá xay"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":180000.0},{""category"":""Food"",""ice"":"""",""id"":""F002"",""name"":""Bánh Croissant"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":35000.0},{""category"":""Food"",""ice"":"""",""id"":""F015"",""name"":""Combo Bánh Ngọt"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":198000.0}]"
HD20260804-144649,04/08/2026,14:46:49,Khách vãng lai,35000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D004"",""name"":""Espresso"",""note"":"""",""quantity"":1,""size"":""S"",""toppings"":"""",""totalPrice"":35000.0}]"
HD20260804-135922,04/08/2026,13:59:22,Khách vãng lai,164000.0,30,DISCOUNT_070,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D022"",""name"":""Nước ép táo"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":110000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0}]"
HD20260804-112221,04/08/2026,11:22:21,Khách vãng lai,91000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D005"",""name"":""Americano"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":44000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D023"",""name"":""Nước ép thơm"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":47000.0}]"
HD20260804-111807,04/08/2026,11:18:07,Khách vãng lai,206000.0,30,DISCOUNT_072,Completed,"[{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D023"",""name"":""Nước ép thơm"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":156000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":18000.0},{""category"":""Food"",""ice"":"""",""id"":""F011"",""name"":""Brownie Socola"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":32000.0}]"
HD20260804-110433,04/08/2026,11:04:33,Khách vãng lai,75000.0,10,DISCOUNT_062,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F014"",""name"":""Pudding Caramel"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":75000.0}]"
HD20260804-103952,04/08/2026,10:39:52,Khách vãng lai,172000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D016"",""name"":""Trà sữa truyền thống"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":88000.0},{""category"":""Food"",""ice"":"""",""id"":""F008"",""name"":""Bánh Su Kem"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":84000.0}]"
HD20260804-095123,04/08/2026,09:51:23,Khách vãng lai,395000.0,10,DISCOUNT_074,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F009"",""name"":""Cookie Chocolate Chip"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":36000.0},{""category"":""Food"",""ice"":"""",""id"":""F009"",""name"":""Cookie Chocolate Chip"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D021"",""name"":""Nước ép cam"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":110000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D018"",""name"":""Socola đá xay"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":195000.0}]"
HD20260804-093459,04/08/2026,09:34:59,Khách vãng lai,138000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F005"",""name"":""Bánh Mousse Chanh Dây"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":84000.0},{""category"":""Food"",""ice"":"""",""id"":""F009"",""name"":""Cookie Chocolate Chip"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0}]"
HD20260804-091011,04/08/2026,09:10:11,Khách vãng lai,444000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F015"",""name"":""Combo Bánh Ngọt"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":297000.0},{""category"":""Food"",""ice"":"""",""id"":""F007"",""name"":""Cheesecake Việt Quất"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":147000.0}]"
HD20260804-082027,04/08/2026,08:20:27,Khách vãng lai,198000.0,10,DISCOUNT_062,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F015"",""name"":""Combo Bánh Ngọt"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":198000.0}]"
HD20260804-081448,04/08/2026,08:14:48,Khách vãng lai,295000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D003"",""name"":""Bạc xỉu"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":37000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D017"",""name"":""Matcha đá xay"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":180000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D005"",""name"":""Americano"",""note"":"""",""quantity"":2,""size"":""S"",""toppings"":"""",""totalPrice"":78000.0}]"
HD20260803-194105,03/08/2026,19:41:05,Khách vãng lai,141000.0,50,DISCOUNT_090,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D014"",""name"":""Hồng trà macchiato"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":141000.0}]"
HD20260803-184839,03/08/2026,18:48:39,Khách vãng lai,135000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":45000.0},{""category"":""Food"",""ice"":"""",""id"":""F009"",""name"":""Cookie Chocolate Chip"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":36000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0}]"
HD20260803-170645,03/08/2026,17:06:45,Khách vãng lai,250000.0,30,DISCOUNT_070,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D011"",""name"":""Trà vải thiều"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":55000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D018"",""name"":""Socola đá xay"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":195000.0}]"
HD20260803-164326,03/08/2026,16:43:26,Khách vãng lai,471000.0,30,DISCOUNT_083,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D014"",""name"":""Hồng trà macchiato"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":156000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D002"",""name"":""Cà phê sữa đá"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":78000.0},{""category"":""Food"",""ice"":"""",""id"":""F007"",""name"":""Cheesecake Việt Quất"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":147000.0},{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":90000.0}]"
HD20260803-162205,03/08/2026,16:22:05,Khách vãng lai,75000.0,25,DISCOUNT_086,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F004"",""name"":""Bánh Macaron"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":75000.0}]"
HD20260803-161955,03/08/2026,16:19:55,Khách vãng lai,276000.0,25,DISCOUNT_085,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F001"",""name"":""Bánh Tiramisu"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":78000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D013"",""name"":""Trà chanh mật ong"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":98000.0},{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":45000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D011"",""name"":""Trà vải thiều"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":55000.0}]"
HD20260803-144559,03/08/2026,14:45:59,Khách vãng lai,99000.0,30,DISCOUNT_059,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D001"",""name"":""Cà phê đen đá"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":60000.0},{""category"":""Food"",""ice"":"""",""id"":""F001"",""name"":""Bánh Tiramisu"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":39000.0}]"
HD20260803-144319,03/08/2026,14:43:19,Khách vãng lai,70000.0,25,DISCOUNT_086,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D004"",""name"":""Espresso"",""note"":"""",""quantity"":2,""size"":""S"",""toppings"":"""",""totalPrice"":70000.0}]"
HD20260803-124010,03/08/2026,12:40:10,Khách vãng lai,209000.0,25,DISCOUNT_052,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F004"",""name"":""Bánh Macaron"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":25000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D015"",""name"":""Trà sữa matcha"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":110000.0},{""category"":""Food"",""ice"":"""",""id"":""F005"",""name"":""Bánh Mousse Chanh Dây"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":42000.0},{""category"":""Food"",""ice"":"""",""id"":""F011"",""name"":""Brownie Socola"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":32000.0}]"
HD20260803-115837,03/08/2026,11:58:37,Khách vãng lai,192000.0,25,DISCOUNT_094,Completed,"[{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D019"",""name"":""Oreo đá xay"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":192000.0}]"
HD20260803-111516,03/08/2026,11:15:16,Khách vãng lai,461000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D023"",""name"":""Nước ép thơm"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":47000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D018"",""name"":""Socola đá xay"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":195000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D012"",""name"":""Trà ô long sen vàng"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D007"",""name"":""Latte"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":165000.0}]"
HD20260803-094218,03/08/2026,09:42:18,Khách vãng lai,101000.0,25,DISCOUNT_086,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D014"",""name"":""Hồng trà macchiato"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":47000.0},{""category"":""Food"",""ice"":"""",""id"":""F009"",""name"":""Cookie Chocolate Chip"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0}]"
HD20260802-204258,02/08/2026,20:42:58,Khách vãng lai,278000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D014"",""name"":""Hồng trà macchiato"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":94000.0},{""category"":""Food"",""ice"":"""",""id"":""F013"",""name"":""Panna Cotta"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":70000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":36000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D002"",""name"":""Cà phê sữa đá"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":78000.0}]"
HD20260802-203235,02/08/2026,20:32:35,Khách vãng lai,175000.0,25,DISCOUNT_088,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D010"",""name"":""Trà đào cam sả"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":100000.0},{""category"":""Food"",""ice"":"""",""id"":""F004"",""name"":""Bánh Macaron"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":75000.0}]"
HD20260802-184230,02/08/2026,18:42:30,Khách vãng lai,307000.0,10,DISCOUNT_064,Completed,"[{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D002"",""name"":""Cà phê sữa đá"",""note"":"""",""quantity"":3,""size"":""S"",""toppings"":"""",""totalPrice"":87000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D024"",""name"":""Chanh dây đá xay"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":124000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D002"",""name"":""Cà phê sữa đá"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":78000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":18000.0}]"
HD20260802-183539,02/08/2026,18:35:39,Khách vãng lai,84000.0,25,DISCOUNT_086,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F005"",""name"":""Bánh Mousse Chanh Dây"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":84000.0}]"
HD20260802-172348,02/08/2026,17:23:48,Khách vãng lai,434000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F015"",""name"":""Combo Bánh Ngọt"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":198000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D007"",""name"":""Latte"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":55000.0},{""category"":""Food"",""ice"":"""",""id"":""F012"",""name"":""Bánh Cuộn Matcha"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":76000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D004"",""name"":""Espresso"",""note"":"""",""quantity"":3,""size"":""S"",""toppings"":"""",""totalPrice"":105000.0}]"
HD20260802-161531,02/08/2026,16:15:31,Khách vãng lai,374000.0,15,DISCOUNT_081,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D002"",""name"":""Cà phê sữa đá"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":102000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D011"",""name"":""Trà vải thiều"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":55000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D014"",""name"":""Hồng trà macchiato"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":52000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D009"",""name"":""Cacao"",""note"":"""",""quantity"":3,""size"":""L"",""toppings"":"""",""totalPrice"":165000.0}]"
HD20260802-155124,02/08/2026,15:51:24,Khách vãng lai,320000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D020"",""name"":""Nước ép dưa hấu"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":135000.0},{""category"":""Food"",""ice"":"""",""id"":""F001"",""name"":""Bánh Tiramisu"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":39000.0},{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":90000.0},{""category"":""Food"",""ice"":"""",""id"":""F008"",""name"":""Bánh Su Kem"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":56000.0}]"
HD20260802-142930,02/08/2026,14:29:30,Khách vãng lai,365000.0,20,DISCOUNT_073,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D021"",""name"":""Nước ép cam"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":110000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D012"",""name"":""Trà ô long sen vàng"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":108000.0},{""category"":""Food"",""ice"":"""",""id"":""F007"",""name"":""Cheesecake Việt Quất"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":147000.0}]"
HD20260802-141826,02/08/2026,14:18:26,Khách vãng lai,149000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D016"",""name"":""Trà sữa truyền thống"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":49000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D007"",""name"":""Latte"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":100000.0}]"
HD20260802-115857,02/08/2026,11:58:57,Khách vãng lai,250000.0,30,DISCOUNT_059,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F007"",""name"":""Cheesecake Việt Quất"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":49000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D024"",""name"":""Chanh dây đá xay"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":57000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D012"",""name"":""Trà ô long sen vàng"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":54000.0},{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":90000.0}]"
HD20260802-115806,02/08/2026,11:58:06,Khách vãng lai,18000.0,50,DISCOUNT_095,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":18000.0}]"
HD20260802-111121,02/08/2026,11:11:21,Khách vãng lai,140000.0,10,DISCOUNT_089,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F002"",""name"":""Bánh Croissant"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":105000.0},{""category"":""Food"",""ice"":"""",""id"":""F013"",""name"":""Panna Cotta"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":35000.0}]"
HD20260802-094455,02/08/2026,09:44:55,Khách vãng lai,98000.0,5,DISCOUNT_068,Completed,"[{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D008"",""name"":""Mocha"",""note"":"""",""quantity"":2,""size"":""S"",""toppings"":"""",""totalPrice"":98000.0}]"
HD20260802-091558,02/08/2026,09:15:58,Khách vãng lai,390000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F001"",""name"":""Bánh Tiramisu"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":117000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D007"",""name"":""Latte"",""note"":"""",""quantity"":1,""size"":""S"",""toppings"":"""",""totalPrice"":45000.0},{""category"":""Drink"",""ice"":""Nhiều đá"",""id"":""D024"",""name"":""Chanh dây đá xay"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":114000.0},{""category"":""Food"",""ice"":"""",""id"":""F012"",""name"":""Bánh Cuộn Matcha"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":114000.0}]"
HD20260802-090451,02/08/2026,09:04:51,Khách vãng lai,276000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F001"",""name"":""Bánh Tiramisu"",""note"":"""",""quantity"":3,""size"":""M"",""toppings"":"""",""totalPrice"":117000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D018"",""name"":""Socola đá xay"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":65000.0},{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D014"",""name"":""Hồng trà macchiato"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":94000.0}]"
HD20260802-084512,02/08/2026,08:45:12,Khách vãng lai,130000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Ít đá"",""id"":""D018"",""name"":""Socola đá xay"",""note"":"""",""quantity"":2,""size"":""L"",""toppings"":"""",""totalPrice"":130000.0}]"
HD20260801-203333,01/08/2026,20:33:33,Khách vãng lai,219000.0,0,,Completed,"[{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D013"",""name"":""Trà chanh mật ong"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":88000.0},{""category"":""Food"",""ice"":"""",""id"":""F014"",""name"":""Pudding Caramel"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":25000.0},{""category"":""Food"",""ice"":"""",""id"":""F002"",""name"":""Bánh Croissant"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":70000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":36000.0}]"
HD20260801-172442,01/08/2026,17:24:42,Khách vãng lai,90000.0,25,DISCOUNT_086,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":90000.0}]"
HD20260801-171811,01/08/2026,17:18:11,Khách vãng lai,88000.0,30,DISCOUNT_072,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F002"",""name"":""Bánh Croissant"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":70000.0},{""category"":""Food"",""ice"":"""",""id"":""F010"",""name"":""Cookie Matcha"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":18000.0}]"
HD20260801-161918,01/08/2026,16:19:18,Khách vãng lai,173000.0,30,DISCOUNT_056,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F003"",""name"":""Bánh Donut"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":72000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D019"",""name"":""Oreo đá xay"",""note"":"""",""quantity"":1,""size"":""L"",""toppings"":"""",""totalPrice"":69000.0},{""category"":""Food"",""ice"":"""",""id"":""F011"",""name"":""Brownie Socola"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":32000.0}]"
HD20260801-161753,01/08/2026,16:17:53,Khách vãng lai,90000.0,0,,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F006"",""name"":""Bánh Red Velvet"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":90000.0}]"
HD20260801-160406,01/08/2026,16:04:06,Khách vãng lai,113000.0,25,DISCOUNT_052,Completed,"[{""category"":""Food"",""ice"":"""",""id"":""F014"",""name"":""Pudding Caramel"",""note"":"""",""quantity"":1,""size"":""M"",""toppings"":"""",""totalPrice"":25000.0},{""category"":""Drink"",""ice"":""Bình thường"",""id"":""D016"",""name"":""Trà sữa truyền thống"",""note"":"""",""quantity"":2,""size"":""M"",""toppings"":"""",""totalPrice"":88000.0}]"
